Á¾¸ñÄÚµå,Á¾¸ñ¸í,³¯Â¥,½Ã°£,½Ã°¡,°í°¡,Àú°¡,Á¾°¡,ÀüÀÏ´ëºñ,°Å·¡·®,°Å·¡´ë±Ý,´©ÀûÃ¼°á¸Åµµ¼ö·®,´©ÀûÃ¼°á¸Å¼ö¼ö·®,»óÀåÁÖ½Ä¼ö,½Ã°¡ÃÑ¾×,¿Ü±¹ÀÎÁÖ¹®ÇÑµµ¼ö·®,¿Ü±¹ÀÎÁÖ¹®°¡´É¼ö·®,¿Ü±¹ÀÎÇöº¸À¯¼ö·®,¿Ü±¹ÀÎÇöº¸À¯ºñÀ²,¼öÁ¤ÁÖ°¡ÀÏÀÚ,¼öÁ¤ÁÖ°¡ºñÀ²,±â°ü¼ø¸Å¼ö·®,±â°ü´©Àû¼ø¸Å¼ö·®,µî¶ôÁÖ¼±,µî¶ôºñÀ²,¿¹Å¹±Ý,ÁÖ½ÄÈ¸ÀüÀ²
A108860,¼¿¹Ù½ºAI,20230622,954,17880,17880,17860,17880,0,353,6307000,53572,52996,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,953,17850,17860,17850,17860,0,440,7857000,53372,52843,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,952,17850,17850,17840,17850,0,1168,20840000,53092,52683,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,951,17850,17850,17840,17850,0,121,2160000,52215,52392,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,950,17890,17890,17850,17850,0,843,15056000,52213,52273,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,949,17890,17900,17870,17900,0,655,11722000,51381,52262,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,948,17900,17900,17900,17900,0,276,4940000,51309,51679,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,947,17850,17900,17850,17900,0,1562,27918000,51309,51403,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,946,17880,17880,17840,17840,0,3082,55032000,51266,49884,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,945,17870,17880,17860,17880,0,1478,26412000,48255,49813,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,944,17870,17870,17860,17870,0,829,14812000,48251,48339,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,943,17870,17880,17870,17880,0,1307,23358000,47564,48197,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,942,17860,17870,17860,17870,0,1070,19110000,47554,46900,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,941,17860,17860,17850,17860,0,740,13212000,46486,46898,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,940,17850,17870,17850,17860,0,430,7680000,46007,46637,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,939,17850,17870,17840,17870,0,387,6909000,45915,46299,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,938,17840,17850,17840,17850,0,592,10565000,45818,46009,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,937,17900,17900,17830,17830,0,3162,56473000,45758,45477,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,936,17950,17950,17900,17900,0,1830,32798000,43060,45013,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,935,17900,17950,17900,17950,0,3073,55113000,41990,44253,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,934,17880,17930,17880,17900,0,1850,33103000,41585,41585,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,933,17890,17900,17880,17880,0,1989,35589000,40563,40757,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,932,17890,17890,17840,17890,0,410,7332000,39876,39455,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,931,17830,17900,17830,17900,0,172,3077000,39767,39154,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,930,17840,17840,17820,17830,0,1536,27385000,39747,39002,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,929,17870,17870,17830,17830,0,1972,35195000,39324,37889,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,928,17900,17900,17870,17870,0,2046,36593000,37546,37695,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,927,17880,17930,17860,17900,0,979,17517000,35668,37527,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,926,17900,17900,17870,17890,0,916,16383000,35364,36852,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,925,17900,17900,17890,17900,0,1654,29605000,34908,36392,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,924,17880,17900,17870,17900,0,1537,27502000,34651,34995,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,923,17870,17890,17860,17890,0,559,9995000,34356,33753,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,922,17850,17880,17850,17870,0,1068,19071000,34282,33268,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,921,17930,17950,17850,17850,0,5620,100634000,33648,32834,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,920,17940,17950,17930,17930,0,2555,45844000,28581,32281,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,919,17950,17950,17920,17940,0,3748,67223000,27305,31002,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,918,17930,17980,17920,17950,0,4416,79288000,24452,30107,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,917,17800,17930,17800,17930,0,4993,89090000,22992,27151,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,916,17690,17790,17690,17780,0,3443,61126000,22967,22183,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,915,17630,17700,17630,17690,0,1258,22198000,22392,19315,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,914,17630,17640,17620,17630,0,1220,21510000,21627,18822,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,913,17720,17720,17640,17640,0,2241,39639000,21097,18132,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,912,17750,17760,17710,17720,0,2986,52945000,19041,17947,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,911,17750,17760,17750,17750,0,1195,21212000,16380,17622,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,910,17750,17760,17740,17760,0,1193,21177000,15247,17560,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,909,17630,17750,17630,17750,0,1830,32354000,14893,16721,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,908,17600,17650,17590,17630,0,4303,75772000,14692,15092,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,907,17570,17600,17570,17600,0,1688,29697000,13915,11566,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,906,17560,17600,17560,17570,0,2362,41508000,13318,10475,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,905,17610,17610,17550,17550,0,2549,44772000,12055,9376,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,904,17630,17640,17600,17610,0,2698,47523000,11087,7795,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,903,17690,17690,17610,17630,0,4612,81385000,8571,7613,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,902,17740,17740,17680,17700,0,4597,81398000,4529,7043,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230622,901,17760,17760,17740,17740,0,7445,132209000,687,6288,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1530,17760,17760,17760,17760,0,11168,198344000,409108,247603,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1520,17780,17780,17750,17760,0,2170,38534000,409108,239188,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1519,17760,17770,17750,17770,0,1702,30218000,407767,238359,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1518,17740,17750,17730,17750,0,1014,17990000,406780,237644,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1517,17740,17750,17740,17740,0,2687,47672000,406628,236782,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1516,17740,17740,17730,17740,0,463,8211000,405583,235140,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1515,17730,17740,17730,17730,0,5289,93779000,405396,234864,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1514,17740,17740,17730,17740,0,1147,20347000,400546,234425,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1513,17740,17750,17730,17730,0,1358,24083000,400480,233344,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1512,17750,17750,17730,17740,0,1822,32336000,399568,232898,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1511,17760,17770,17730,17750,0,989,17552000,399203,231441,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1510,17790,17790,17740,17770,0,1182,20997000,398395,231260,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1509,17750,17800,17740,17800,0,254,4518000,397797,230676,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1508,17740,17810,17710,17810,0,2327,41291000,397717,230502,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1507,17720,17740,17700,17740,0,2279,40358000,396303,229589,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1506,17740,17750,17700,17740,0,3301,58471000,394382,229231,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1505,17760,17760,17740,17740,0,433,7688000,391089,229223,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1504,17770,17770,17720,17760,0,2026,35949000,390964,228915,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1503,17760,17780,17730,17780,0,323,5740000,389118,228735,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1502,17800,17800,17730,17730,0,2714,48188000,389059,228471,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1501,17820,17840,17790,17790,0,1155,20579000,387006,227810,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1500,17840,17850,17820,17830,0,972,17339000,386386,227275,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1459,17860,17860,17840,17850,0,368,6569000,385923,226766,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1458,17860,17870,17860,17860,0,324,5787000,385618,226703,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1457,17880,17880,17860,17870,0,697,12456000,385317,226680,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1456,17860,17880,17860,17880,0,362,6467000,385050,226250,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1455,17790,17880,17780,17860,0,3288,58650000,384750,226188,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1454,17790,17790,17760,17760,0,599,10651000,382439,225211,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1453,17770,17800,17720,17790,0,3324,58970000,382234,224817,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1452,17760,17800,17750,17800,0,1538,27313000,380472,223255,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1451,17830,17830,17760,17760,0,1509,26831000,379357,222832,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1450,17790,17790,17770,17780,0,2210,39297000,378538,222142,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1449,17860,17870,17800,17830,0,5143,91637000,378077,220393,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1448,17920,17920,17860,17860,0,3139,56103000,373073,220254,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1447,17940,17940,17900,17900,0,6550,117299000,369979,220209,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1446,17930,17940,17930,17930,0,412,7389000,363634,220004,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1445,17940,17940,17930,17930,0,153,2744000,363452,219774,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1444,17930,17940,17920,17940,0,503,9018000,363310,219763,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1443,17920,17930,17920,17930,0,226,4052000,363244,219326,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1442,17950,17950,17920,17920,0,6374,114308000,363228,219116,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1441,17950,17950,17950,17950,0,857,15384000,356869,219101,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1440,17960,17970,17950,17950,0,3103,55731000,356056,219057,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1439,17960,17970,17950,17970,0,3753,67405000,354100,217910,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1438,17960,17960,17950,17950,0,373,6697000,353982,214275,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1437,17940,17960,17940,17960,0,765,13731000,353725,214159,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1436,17950,17960,17940,17940,0,396,7109000,353255,213864,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1435,17950,17950,17940,17950,0,3124,56074000,352968,213755,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1434,17950,17960,17950,17960,0,72,1293000,351980,211619,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1433,17950,17960,17950,17950,0,512,9190000,351919,211608,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1432,17960,17960,17950,17950,0,372,6677000,351408,211607,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1431,17950,17950,17940,17940,0,1056,18955000,351054,211589,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1430,17950,17970,17950,17950,0,428,7683000,350203,211384,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1429,17950,17960,17950,17950,0,977,17540000,349782,211377,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1428,17980,17980,17960,17960,0,893,16046000,349110,211072,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1427,17980,17980,17970,17970,0,502,9022000,348527,210762,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1426,17970,17970,17970,17970,0,665,11950000,348140,210647,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1425,17970,17970,17970,17970,0,581,10440000,347475,210647,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1424,17970,17970,17970,17970,0,150,2696000,346894,210647,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1423,18000,18000,17970,18000,0,246,4427000,346744,210647,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1422,18010,18010,18000,18000,0,637,11470000,346730,210415,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1421,17940,18020,17940,18010,0,7736,139127000,346569,209939,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1420,17940,17950,17940,17940,0,626,11231000,346080,202692,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1419,17930,17950,17930,17950,0,579,10384000,345992,202154,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1418,17930,17930,17930,17930,0,302,5415000,345675,201892,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1417,17930,17930,17930,17930,0,526,9431000,345387,201878,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1416,17940,17940,17930,17930,0,435,7800000,345275,201464,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1415,17930,17930,17930,17930,0,562,10077000,345087,201217,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1414,17940,17940,17920,17920,0,508,9108000,344880,200862,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1413,17950,17950,17930,17940,0,4648,83381000,344476,200758,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1412,17950,17950,17950,17950,0,373,6695000,340436,200150,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1411,17950,17950,17950,17950,0,299,5367000,340436,199777,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1410,17950,17950,17950,17950,0,264,4739000,340339,199575,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1409,17950,17950,17940,17950,0,33,592000,340339,199311,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1408,17950,17950,17940,17950,0,158,2836000,340338,199279,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1407,17950,17950,17940,17950,0,1053,18897000,340284,199175,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1406,17940,17950,17940,17940,0,379,6800000,339813,198593,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1405,17950,17950,17940,17940,0,180,3231000,339547,198480,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1404,17950,17950,17940,17950,0,291,5222000,339510,198337,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1403,17950,17950,17950,17950,0,80,1436000,339408,198148,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1402,17930,17940,17930,17940,0,265,4753000,339408,198068,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1401,17920,17920,17920,17920,0,684,12257000,339403,197808,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1400,17930,17930,17920,17930,0,100,1793000,338719,197808,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1359,17930,17930,17920,17920,0,1304,23370000,338639,197788,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1358,17930,17940,17930,17930,0,2143,38425000,337531,197592,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1357,17940,17940,17930,17930,0,134,2403000,335399,197581,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1356,17940,17940,17930,17930,0,102,1829000,335322,197524,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1355,17940,17940,17930,17930,0,111,1991000,335252,197492,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1354,17940,17950,17930,17940,0,155,2781000,335141,197492,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1353,17940,17940,17930,17940,0,1900,34086000,335128,197350,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1352,17950,17960,17950,17950,0,254,4560000,333559,197019,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1351,17960,17960,17950,17950,0,2580,46312000,333316,197008,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1350,17960,17960,17960,17960,0,832,14943000,330787,196957,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1349,17960,17970,17960,17970,0,469,8424000,329972,196940,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1348,17960,17960,17950,17960,0,64,1150000,329966,196477,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1347,17970,17970,17960,17960,0,1168,20980000,329918,196461,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1346,17980,17980,17970,17970,0,64,1150000,328750,196461,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1345,17970,17980,17970,17980,0,69,1241000,328721,196426,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1344,17980,17980,17970,17970,0,66,1186000,328662,196416,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A108860,¼¿¹Ù½ºAI,20230621,1343,17980,17980,17970,17970,0,108,1941000,328648,196364,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
