Á¾¸ñÄÚµå,Á¾¸ñ¸í,³¯Â¥,½Ã°£,½Ã°¡,°í°¡,Àú°¡,Á¾°¡,ÀüÀÏ´ëºñ,°Å·¡·®,°Å·¡´ë±Ý,´©ÀûÃ¼°á¸Åµµ¼ö·®,´©ÀûÃ¼°á¸Å¼ö¼ö·®,»óÀåÁÖ½Ä¼ö,½Ã°¡ÃÑ¾×,¿Ü±¹ÀÎÁÖ¹®ÇÑµµ¼ö·®,¿Ü±¹ÀÎÁÖ¹®°¡´É¼ö·®,¿Ü±¹ÀÎÇöº¸À¯¼ö·®,¿Ü±¹ÀÎÇöº¸À¯ºñÀ²,¼öÁ¤ÁÖ°¡ÀÏÀÚ,¼öÁ¤ÁÖ°¡ºñÀ²,±â°ü¼ø¸Å¼ö·®,±â°ü´©Àû¼ø¸Å¼ö·®,µî¶ôÁÖ¼±,µî¶ôºñÀ²,¿¹Å¹±Ý,ÁÖ½ÄÈ¸ÀüÀ²
A338220,ºä³ë,20230621,1018,33300,33350,33300,33300,0,1526,50828000,295510,239526,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,1017,33400,33450,33300,33300,0,4596,153275000,294208,239302,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,1016,33600,33650,33400,33500,0,4384,146967000,290402,238512,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,1015,33800,33900,33550,33550,0,12789,431804000,287931,236599,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,1014,33650,33800,33600,33800,0,7906,266620000,281250,230491,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,1013,33600,33850,33550,33650,0,16070,541428000,278664,225171,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,1012,33400,33600,33350,33600,0,4109,137757000,276320,211445,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,1011,33550,33550,33350,33400,0,1287,43041000,275727,207929,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,1010,33250,33650,33250,33600,0,9846,329676000,274947,207422,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,1009,33200,33250,33100,33200,0,1928,63933000,274277,198246,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,1008,33100,33200,33100,33150,0,909,30131000,272805,197790,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,1007,33250,33250,33150,33150,0,1402,46537000,272250,197436,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,1006,33250,33250,33150,33200,0,2999,99582000,271225,197059,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,1005,33250,33250,33200,33250,0,1494,49675000,268886,196399,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,1004,33250,33300,33200,33250,0,959,31896000,267893,195898,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,1003,33250,33350,33200,33250,0,1410,46909000,267446,195386,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,1002,33300,33300,33200,33200,0,1372,45635000,266780,194642,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,1001,33000,33300,32950,33200,0,2940,97236000,266609,193441,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,1000,33000,33100,33000,33000,0,5068,167254000,265550,191560,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,959,33200,33250,33000,33000,0,2579,85347000,261388,190654,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,958,33200,33300,33100,33200,0,1072,35547000,259116,190347,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,957,33100,33300,33100,33300,0,1055,34945000,258442,189949,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,956,33200,33300,33100,33150,0,1523,50455000,257534,189802,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,955,33300,33400,33200,33200,0,2910,96941000,256101,189712,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,954,33450,33450,33200,33350,0,2728,90939000,254184,188719,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,953,33100,33450,33050,33400,0,2118,70596000,252489,187686,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,952,33100,33100,33050,33100,0,1604,53057000,252054,186003,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,951,33100,33100,33000,33100,0,1666,55053000,251064,185389,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,950,33100,33100,33050,33100,0,1051,34771000,249593,185194,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,949,33300,33300,33050,33100,0,2495,82675000,248898,184838,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,948,33400,33400,33200,33300,0,3633,120985000,246758,184483,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,947,33450,33450,33350,33400,0,1387,46313000,243813,183795,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,946,33200,33450,33150,33400,0,2392,79698000,243022,183199,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,945,33350,33400,33100,33100,0,3979,132190000,242591,181238,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,944,33450,33450,33200,33250,0,955,31827000,238813,181037,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,943,33300,33550,33250,33400,0,2991,100033000,238233,180662,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,942,33050,33300,33050,33200,0,6892,228639000,236843,179061,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,941,33100,33100,33000,33050,0,2075,68627000,236348,172664,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,940,33150,33200,33000,33100,0,5682,187809000,235024,171913,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,939,33300,33300,33200,33200,0,2627,87318000,229982,171273,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,938,33050,33300,33000,33250,0,2818,93458000,227822,170806,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,937,33350,33350,32950,33000,0,7975,263859000,227184,168626,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,936,33750,33800,33300,33350,0,10020,336770000,221401,166434,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,935,33800,33850,33600,33750,0,10038,338948000,214443,163372,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,934,33300,33800,33250,33800,0,10575,354691000,210618,157159,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,933,33350,33400,33150,33300,0,3771,125568000,209741,147461,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,932,33300,33350,33200,33350,0,3454,114924000,207484,145947,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,931,33100,33300,33100,33300,0,6428,213705000,206070,143907,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,930,32950,33100,32950,33050,0,3465,114475000,204666,138883,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
A338220,ºä³ë,20230621,929,33050,33150,32900,33000,0,2996,98948000,204192,135892,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0
