종목코드,종목명,날짜,개인,외국인,기관계,금융투자,보험,투신,은행,기타금융,연기금,기타법인,기타외인,사모펀드
A079970,투비소프트,20221216,4270,-4269,0,0,0,0,0,0,0,-1,0,0
A079970,투비소프트,20221219,8385,-8386,0,0,0,0,0,0,0,0,1,0
A079970,투비소프트,20221221,24846,-24783,0,0,0,0,0,0,0,-3,-60,0
A079970,투비소프트,20221220,16653,-16591,0,0,0,0,0,0,0,-2,-60,0
A079970,투비소프트,20221223,-6053,3053,5,5,0,0,0,0,0,2995,0,0
A079970,투비소프트,20221222,9294,-9290,0,0,0,0,0,0,0,-4,0,0
A079970,투비소프트,20221227,9399,-8824,-2,-2,0,0,0,0,0,-576,3,0
A079970,투비소프트,20221226,-5818,6394,-2,-2,0,0,0,0,0,-574,0,0
A079970,투비소프트,20221229,131169,-25001,-2,-2,0,0,0,0,0,-106166,0,0
A079970,투비소프트,20221228,1443,-1401,-1,-1,0,0,0,0,0,-41,0,0
A079970,투비소프트,20230102,-2178,2285,0,0,0,0,0,0,0,-107,0,0
A079970,투비소프트,20230104,28571,-28429,0,0,0,0,0,0,0,-42,-100,0
A079970,투비소프트,20230103,9509,-9369,0,0,0,0,0,0,0,-40,-100,0
A079970,투비소프트,20230106,17741,-17839,0,0,0,0,0,0,0,0,98,0
A079970,투비소프트,20230105,12248,-12248,0,0,0,0,0,0,0,0,0,0
A079970,투비소프트,20230110,-16515,-3086,0,0,0,0,0,0,0,19696,-95,0
A079970,투비소프트,20230109,-1046,1144,0,0,0,0,0,0,0,0,-98,0
A079970,투비소프트,20230112,2627,-2625,1,1,0,0,0,0,0,0,-3,0
