종목코드,종목명,날짜,개인,외국인,기관계,금융투자,보험,투신,은행,기타금융,연기금,기타법인,기타외인,사모펀드
A347860,알체라,20230622,34501,-36574,260,260,0,0,0,0,0,581,1232,0
A347860,알체라,20230621,21484,-22868,276,276,0,0,0,0,0,481,627,0
