종목코드,종목명,날짜,개인,외국인,기관계,금융투자,보험,투신,은행,기타금융,연기금,기타법인,기타외인,사모펀드
A079970,투비소프트,20230622,240100,-173896,0,0,0,0,0,0,0,-3583,-62621,0
A079970,투비소프트,20230621,121479,-58863,0,0,0,0,0,0,0,0,-62616,0
