종목코드,종목명,날짜,개인,외국인,기관계,금융투자,보험,투신,은행,기타금융,연기금,기타법인,기타외인,사모펀드
A108860,셀바스AI,20230622,-16713,23384,78,28,0,50,0,0,0,-2903,-3846,0
A108860,셀바스AI,20230621,-22873,24841,51,51,0,0,0,0,0,-2514,495,0
