,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
406,013890,KR7013890009,지누스,KOSPI,,29300,2,-200,-0.68,29700,30050,29300,39924,1183921650,553789806800,18900676,STK
407,136510,KR7136510005,스마트솔루션즈,KOSDAQ,관리종목(소속부없음),11600,0,0,0.0,0,0,0,0,0,550917141200,47492857,KSQ
408,006405,KR7006401004,삼성SDI우,KOSPI,,340000,1,1000,0.29,339000,344000,337500,2725,928304000,550084640000,1617896,STK
409,003470,KR7003470002,유안타증권,KOSPI,,2745,1,15,0.55,2765,2765,2710,107303,292442215,547892601120,199596576,STK
410,360070,KR7360070007,탑머티리얼,KOSDAQ,벤처기업부,68100,1,1400,2.1,67200,68900,65400,107609,7229209500,543733758300,7984343,KSQ
411,131290,KR7131290009,티에스이,KOSDAQ GLOBAL,우량기업부,49150,1,550,1.13,48500,49800,47100,463100,22588530700,543669235350,11061429,KSQ
412,284740,KR7284740008,쿠쿠홈시스,KOSPI,,24150,2,-150,-0.62,24750,24750,24150,23183,562682250,541861519500,22437330,STK
413,017960,KR7017960006,한국카본,KOSPI,,12290,1,370,3.1,12000,12390,11950,923900,11291978520,540277703530,43960757,STK
414,000815,KR7000811000,삼성화재우,KOSPI,,169000,2,-1600,-0.94,170900,171000,169000,11177,1899047900,539448000000,3192000,STK
415,293940,KR7293940003,신한알파리츠,KOSPI,,6120,2,-70,-1.13,6190,6230,6120,137917,846123410,539172752760,88100123,STK
416,073640,KR7073640005,테라사이언스,KOSDAQ,중견기업부,5870,1,100,1.73,5740,5950,5530,4497199,26136506180,537773006000,91613800,KSQ
417,270520,KR7270520000,지오릿에너지,KOSDAQ,벤처기업부,12800,1,270,2.15,12550,12880,12360,671037,8445786150,534560076800,41762506,KSQ
418,032190,KR7032190001,다우데이타,KOSDAQ,우량기업부,13900,2,-20,-0.14,13950,14160,13850,333632,4667700450,532370000000,38300000,KSQ
419,299030,KR7299030007,하나기술,KOSDAQ,벤처기업부,70000,2,-300,-0.43,71700,71700,69100,67284,4713408200,532111860000,7601598,KSQ
420,00680K,KR700680K019,미래에셋증권2우B,KOSPI,,3800,1,20,0.53,3800,3815,3785,65480,248697695,532000000000,140000000,STK
421,010690,KR7010690006,화신,KOSPI,,15220,1,130,0.86,15150,15230,15030,337466,5099730560,531488640200,34920410,STK
422,192400,KR7192400000,쿠쿠홀딩스,KOSPI,,14920,2,-100,-0.67,15030,15140,14920,42586,638302300,530587800200,35562185,STK
423,900140,KYG5307W1015,엘브이엠씨홀딩스,KOSPI,,3085,1,185,6.38,2945,3085,2930,5223920,15833827440,529350247935,171588411,STK
424,403550,KR7403550007,쏘카,KOSPI,,16090,3,0,0.0,16250,16250,16060,37259,599380470,527563376930,32788277,STK
425,131400,KR7131400004,이브이첨단소재,KOSDAQ,벤처기업부,8910,1,90,1.02,8730,9400,8610,18148023,164250822430,527420134890,59194179,KSQ
426,310210,KR7310210000,보로노이,KOSDAQ,기술성장기업부,41700,2,-850,-2.0,42550,43450,40700,69307,2917151600,527416137300,12647869,KSQ
427,068240,KR7068240001,다원시스,KOSDAQ,중견기업부,15390,1,390,2.6,15220,15600,15220,206981,3188849770,527314295430,34263437,KSQ
428,460850,KR7460850001,동국씨엠,KOSPI,,17570,1,370,2.15,17200,20200,14140,14710644,261510101550,525319385920,29898656,STK
429,001060,KR7001060003,JW중외제약,KOSPI,,23000,1,100,0.44,23100,23300,22900,38370,886343300,525205828000,22835036,STK
430,182400,KR7182400002,엔케이맥스,KOSDAQ,기술성장기업부,13120,1,150,1.16,12890,13350,12710,450863,5843895950,524703686080,39992659,KSQ
431,001720,KR7001720002,신영증권,KOSPI,,55700,1,400,0.72,55400,56200,55200,1000,55621600,522813400900,9386237,STK
432,091700,KR7091700005,파트론,KOSDAQ GLOBAL,우량기업부,8830,2,-240,-2.65,9100,9130,8720,682029,6034656620,520247829620,58918214,KSQ
433,060280,KR7060280005,큐렉소,KOSDAQ,중견기업부,12680,1,370,3.01,12310,12980,12310,866173,11032653460,519321953200,40955990,KSQ
434,003000,KR7003000007,부광약품,KOSPI,,7260,1,60,0.83,7160,7290,7160,109671,794383170,515917735740,71063049,STK
435,036810,KR7036810000,에프에스티,KOSDAQ,우량기업부,23600,2,-100,-0.42,23750,23950,23400,113824,2689026950,513460220400,21756789,KSQ
436,043150,KR7043150002,바텍,KOSDAQ,우량기업부,34300,1,50,0.15,34600,34800,34050,56747,1952224800,509500980800,14854256,KSQ
437,004430,KR7004430005,송원산업,KOSPI,,21200,1,500,2.42,20850,21450,20450,415789,8721537600,508800000000,24000000,STK
438,069080,KR7069080000,웹젠,KOSDAQ GLOBAL,우량기업부,14370,1,210,1.48,14170,14490,14170,80543,1157352430,507417403080,35310884,KSQ
439,091120,KR7091120006,이엠텍,KOSDAQ,우량기업부,29600,2,-300,-1.0,29850,30100,29450,108595,3222628000,507134905600,17132936,KSQ
440,058970,KR7058970005,엠로,KOSDAQ,기술성장기업부,45150,2,-2200,-4.65,47400,47750,44950,327566,14985113650,506227218000,11212120,KSQ
441,319400,KR7319400008,현대무벡스,KOSDAQ,우량기업부,4310,2,-25,-0.58,4350,4370,4270,988728,4271399800,505749230790,117343209,KSQ
442,363280,KR7363280009,티와이홀딩스,KOSPI,,9950,2,-140,-1.39,10090,10090,9780,138177,1362722410,501771216600,50429268,STK
443,060720,KR7060720000,KH바텍,KOSDAQ,중견기업부,21150,1,50,0.24,21100,21150,20600,233174,4893238150,500777898300,23677442,KSQ
444,053610,KR7053610002,프로텍,KOSDAQ,우량기업부,45100,1,550,1.23,44700,46400,44500,213258,9700538500,496100000000,11000000,KSQ
445,352480,KR7352480008,씨앤씨인터내셔널,KOSDAQ,벤처기업부,49000,1,3000,6.52,46600,49150,45700,101954,4840831700,490683109000,10013941,KSQ
446,151860,KR7151860004,KG ETS,KOSDAQ,우량기업부,13610,1,310,2.33,13840,14550,13530,2950702,41337060310,489960000000,36000000,KSQ
447,089980,KR7089980007,상아프론테크,KOSDAQ,우량기업부,30600,1,200,0.66,30600,30900,30450,60779,1866174200,489264532200,15989037,KSQ
448,041960,KR7041960006,코미팜,KOSDAQ,벤처기업부,7600,3,0,0.0,7600,7720,7500,126856,960942340,487812657600,64185876,KSQ
449,118990,KR7118990001,모트렉스,KOSDAQ,우량기업부,19890,2,-210,-1.04,20350,20350,19780,562671,11233809560,487215495000,24495500,KSQ
450,357120,KR7357120005,코람코에너지리츠,KOSPI,,5490,2,-20,-0.36,5560,5590,5460,52713,289733570,486054262260,88534474,STK
451,007690,KR7007690001,국도화학,KOSPI,,53900,1,1200,2.28,52700,54500,52300,37732,2026961500,485672202400,9010616,STK
452,093050,KR7093050003,LF,KOSPI,,16570,1,150,0.91,16360,16590,16360,25709,423277090,484506800000,29240000,STK
453,023160,KR7023160005,태광,KOSDAQ,우량기업부,18180,1,560,3.18,17630,18280,17630,274163,4951083970,481770000000,26500000,KSQ
454,001820,KR7001820000,삼화콘덴서,KOSPI,,46150,2,-750,-1.6,46900,47400,46150,47075,2192929100,479729250000,10395000,STK
455,298830,KR7298830001,슈어소프트테크,KOSDAQ,벤처기업부,9270,2,-180,-1.9,9460,9610,9200,421914,3955372700,478887282270,51659901,KSQ
456,000370,KR7000370007,한화손해보험,KOSPI,,4095,2,-15,-0.36,4115,4165,4090,219111,902524730,478045856925,116738915,STK
457,210980,KR7210980009,SK디앤디,KOSPI,,21500,1,250,1.18,21250,22100,21200,29627,642364750,477088526000,22190164,STK
458,003520,KR7003520004,영진약품,KOSPI,,2605,1,15,0.58,2580,2645,2580,456400,1192462350,476435564255,182892731,STK
459,377740,KR7377740006,바이오노트,KOSPI,,4660,2,-15,-0.32,4675,4770,4650,172252,809528390,475208383680,101976048,STK
460,145990,KR7145990008,삼양사,KOSPI,,45800,1,700,1.55,45200,46350,45050,31050,1418998500,472355964200,10313449,STK
461,039840,KR7039840004,디오,KOSDAQ,우량기업부,29650,2,-1250,-4.05,31000,31000,29200,114884,3431415750,470894035750,15881755,KSQ
462,290670,KR7290670009,대보마그네틱,KOSDAQ,우량기업부,59900,2,-100,-0.17,60800,60800,59500,77798,4656671600,470673834000,7857660,KSQ
463,005690,KR7005690003,파미셀,KOSPI,,7840,2,-360,-4.39,8210,8290,7820,830850,6609907950,470532997760,60016964,STK
464,119610,KR7119610004,인터로조,KOSDAQ,우량기업부,35550,1,200,0.57,35350,35850,35050,35345,1255727450,469845792900,13216478,KSQ
465,200880,KR7200880003,서연이화,KOSPI,,17340,1,30,0.17,17270,17470,17150,190351,3295144770,468673097580,27028437,STK
466,051905,KR7051901007,LG생활건강우,KOSPI,,223000,1,500,0.22,222500,225500,221000,15571,3473150500,468232431000,2099697,STK
467,322000,KR7322000001,HD현대에너지솔루션,KOSPI,,41800,1,950,2.33,40950,42050,40950,79160,3299972750,468160000000,11200000,STK
468,005180,KR7005180005,빙그레,KOSPI,,47450,1,1450,3.15,46400,48100,46000,47143,2243711000,467441385450,9851241,STK
469,249420,KR7249420001,일동제약,KOSPI,,17350,1,30,0.17,17340,17670,17310,116310,2033681570,465036994750,26803285,STK
470,012030,KR7012030003,DB,KOSPI,,2305,2,-20,-0.86,2305,2375,2295,8750473,20398368315,463705915565,201173933,STK
471,014830,KR7014830004,유니드,KOSPI,,68500,1,1200,1.78,68300,69200,67000,33772,2300919200,463580600000,6767600,STK
472,241590,KR7241590009,화승엔터프라이즈,KOSPI,,7640,1,240,3.24,7420,7770,7420,459933,3522269270,462902068640,60589276,STK
473,432320,KR7432320000,KB스타리츠,KOSPI,,4560,2,-20,-0.44,4615,4615,4530,21205,96458905,462449139600,101414285,STK
474,017810,KR7017810003,풀무원,KOSPI,,12100,1,900,8.04,11290,13550,11080,2809604,35189545190,461258558200,38120542,STK
475,002240,KR7002240000,고려제강,KOSPI,,18450,2,-340,-1.81,18860,18860,18450,29754,552801850,461250000000,25000000,STK
476,101360,KR7101360006,에코앤드림,KOSDAQ,우량기업부,40200,2,-400,-0.99,40700,41300,39100,265832,10726542350,458894376600,11415283,KSQ
477,068400,KR7068400001,SK렌터카,KOSPI,,9700,1,160,1.68,9510,9730,9420,37754,364593990,458672648000,47285840,STK
478,006730,KR7006730006,서부T&D,KOSDAQ,우량기업부,7440,2,-30,-0.4,7570,7620,7440,221927,1669054960,458030513040,61563241,KSQ
479,004690,KR7004690004,삼천리,KOSPI,,112700,3,0,0.0,113000,113000,110300,56446,6301536300,457001317500,4055025,STK
480,033640,KR7033640004,네패스,KOSDAQ,중견기업부,19730,2,-160,-0.8,19970,20050,19610,142247,2813466680,454958055460,23059202,KSQ
481,107600,KR7107600009,새빗켐,KOSDAQ,벤처기업부,93300,2,-100,-0.11,93500,94000,92300,25348,2362193600,453582148500,4861545,KSQ
482,058650,KR7058650003,세아홀딩스,KOSPI,,113100,1,800,0.71,112300,113200,112300,354,39944100,452400000000,4000000,STK
483,011930,KR7011930005,신성이엔지,KOSPI,,2195,2,-45,-2.01,2255,2275,2195,2864409,6382517700,451836691445,205848151,STK
484,170900,KR7170900005,동아에스티,KOSPI,,52400,2,-200,-0.38,53000,53000,52300,10232,537334800,451410699200,8614708,STK
485,108860,KR7108860008,셀바스AI,KOSDAQ,벤처기업부,20050,1,260,1.31,20050,20450,19950,1399842,28319670690,451330713000,22510260,KSQ
486,453340,KR7453340002,현대그린푸드,KOSPI,,13200,2,-120,-0.9,13320,13340,13040,202171,2656508750,447228064800,33880914,STK
487,101160,KR7101160000,월덱스,KOSDAQ,우량기업부,27000,2,-700,-2.53,27900,27900,26850,172747,4698388350,445796811000,16510993,KSQ
488,286940,KR7286940002,롯데정보통신,KOSPI,,28700,1,350,1.23,28350,28800,28300,30480,867730100,441874699700,15396331,STK
489,000480,KR7000480004,조선내화,KOSPI,,11030,1,1700,18.22,9300,11750,9300,3384880,36645394570,441200000000,40000000,STK
490,358570,KR7358570000,지아이이노베이션,KOSDAQ,기술성장기업부,20000,2,-400,-1.96,20650,21200,19990,269011,5511104840,440972000000,22048600,KSQ
491,095700,KR7095700001,제넥신,KOSDAQ,기술성장기업부,10530,2,-500,-4.53,11050,11220,10330,725740,7710577610,437106554820,41510594,KSQ
492,394280,KR7394280002,오픈엣지테크놀로지,KOSDAQ,기술성장기업부,20400,1,50,0.25,20800,20800,20150,567828,11596281700,433933704000,21271260,KSQ
493,095610,KR7095610002,테스,KOSDAQ GLOBAL,우량기업부,21950,2,-350,-1.57,22400,22450,21600,221108,4836283250,433912560700,19768226,KSQ
494,025860,KR7025860008,남해화학,KOSPI,,8710,1,20,0.23,8720,8740,8690,140308,1221720830,432702722530,49678843,STK
495,340570,KR7340570001,티앤엘,KOSDAQ,우량기업부,53100,2,-2500,-4.5,55700,56000,52300,142683,7658174900,431596800000,8128000,KSQ
496,007810,KR7007810005,코리아써키트,KOSPI,,18250,1,400,2.24,18210,19000,17820,1392572,25564503570,431078705750,23620751,STK
497,254490,KR7254490006,미래반도체,KOSDAQ,중견기업부,29800,2,-600,-1.97,29900,30150,29300,812639,24193415550,430252400000,14438000,KSQ
498,235980,KR7235980000,메드팩토,KOSDAQ,기술성장기업부,20350,2,-600,-2.86,21000,21700,20350,173864,3610816100,428992143250,21080695,KSQ
499,402030,KR7402030001,코난테크놀로지,KOSDAQ,기술성장기업부,75400,1,3100,4.29,73000,79800,72500,205920,15755806000,428305477600,5680444,KSQ
500,204270,KR7204270003,제이앤티씨,KOSDAQ,중견기업부,7400,2,-50,-0.67,7490,7560,7330,67717,502856480,428078648400,57848466,KSQ
501,047920,KR7047920004,HLB제약,KOSDAQ,기술성장기업부,14420,1,180,1.26,14240,14680,14210,131070,1892756490,426891150840,29604102,KSQ
502,060250,KR7060250008,NHN KCP,KOSDAQ GLOBAL,우량기업부,10620,2,-30,-0.28,10750,10830,10600,132146,1407703570,426505688820,40160611,KSQ
503,034310,KR7034310003,NICE,KOSPI,,11250,2,-150,-1.32,11390,11390,11230,39500,445780360,426175875000,37882300,STK
504,006220,KR7006220008,제주은행,KOSPI,,13180,2,-560,-4.08,13850,13890,12910,975314,12973920360,423457241320,32128774,STK
505,014620,KR7014620009,성광벤드,KOSDAQ,우량기업부,14800,1,940,6.78,14050,14800,14000,1434325,20813778810,423280000000,28600000,KSQ
506,217270,KR7217270008,넵튠,KOSDAQ,중견기업부,9100,2,-60,-0.66,9160,9300,9060,28752,262687700,423213044800,46506928,KSQ
507,001340,KR7001340009,백광산업,KOSPI,,9420,1,1690,21.86,7930,9630,7930,39509523,352636264880,423131393940,44918407,STK
508,082920,KR7082920000,비츠로셀,KOSDAQ,우량기업부,19410,2,-320,-1.62,19950,19980,19100,184724,3591698860,420895271550,21684455,KSQ
509,335890,KR7335890000,비올,KOSDAQ,벤처기업부,7130,2,-140,-1.93,7260,7330,7070,1347462,9656052050,415915373760,58333152,KSQ
510,126340,KR7126340009,비나텍,KOSDAQ,우량기업부,71500,1,3100,4.53,68700,72900,67100,161416,11514927700,414942885500,5803397,KSQ
511,041830,KR7041830001,인바디,KOSDAQ,우량기업부,30300,1,400,1.34,29700,30600,29650,64899,1961273550,414618594600,13683782,KSQ
512,281820,KR7281820001,케이씨텍,KOSPI,,19650,2,-40,-0.2,19840,19840,19550,30471,599228720,409929575400,20861556,STK
513,237880,KR7237880000,클리오,KOSDAQ,우량기업부,22650,1,800,3.66,21850,22850,21800,181644,4072963450,409316145450,18071353,KSQ
514,389260,KR7389260001,대명에너지,KOSDAQ,중견기업부,24000,1,900,3.9,23500,24350,23350,93455,2227322400,409200000000,17050000,KSQ
515,306200,KR7306200007,세아제강,KOSPI,,143300,1,3600,2.58,139600,143400,139600,9796,1391562200,406441790000,2836300,STK
516,257720,KR7257720003,실리콘투,KOSDAQ,벤처기업부,6720,1,20,0.3,6600,6950,6480,4694937,31700608660,405424884480,60331084,KSQ
517,217820,KR7217820000,원익피앤이,KOSDAQ,우량기업부,9510,1,80,0.85,9440,9560,9410,191834,1819393570,403742856090,42454559,KSQ
518,015540,KR7015540008,쎌마테라퓨틱스,KOSPI,,6410,0,0,0.0,0,0,0,0,0,400989543110,62556871,STK
519,036620,KR7036620003,감성코퍼레이션,KOSDAQ,우량기업부,4420,1,205,4.86,4215,4445,4190,1649052,7229243525,399539605920,90393576,KSQ
520,060150,KR7060150000,인선이엔티,KOSDAQ,우량기업부,8560,2,-40,-0.47,8630,8670,8560,186255,1600437370,398584518720,46563612,KSQ
521,108670,KR7108670001,LX하우시스,KOSPI,,44200,1,500,1.14,43550,44500,43000,39124,1704821000,396371014000,8967670,STK
522,298690,KR7298690009,에어부산,KOSPI,,3395,1,245,7.78,3200,3395,3190,1625104,5437561175,395992800000,116640000,STK
523,448730,KR7448730002,삼성FN리츠,KOSPI,,5100,1,30,0.59,5070,5110,5060,86760,441397900,394230000000,77300000,STK
524,033290,KR7033290008,코웰패션,KOSDAQ,우량기업부,4440,1,15,0.34,4415,4480,4415,135861,605420445,392941038960,88500234,KSQ
525,900250,KYG2115T1076,크리스탈신소재,KOSDAQ,외국기업(소속부없음),4085,2,-130,-3.08,4175,4190,3980,11487811,46648465400,391714894315,95891039,KSQ
526,094800,KR7094800000,맵스리얼티1,KOSPI,,4215,2,-35,-0.82,4250,4285,4180,51797,217999260,391296705165,92834331,STK
527,037270,KR7037270006,YG PLUS,KOSPI,,6160,2,-20,-0.32,6200,6230,6150,310927,1924515430,390725165600,63429410,STK
528,123890,KR7123890006,한국자산신탁,KOSPI,,3140,1,15,0.48,3125,3140,3125,46225,144819145,389290141280,123977752,STK
529,001725,KR7001721000,신영증권우,KOSPI,,55000,2,-700,-1.26,55700,55900,54900,808,44597300,387956965000,7053763,STK
530,012630,KR7012630000,HDC,KOSPI,,6490,2,-10,-0.15,6490,6570,6490,27250,177282370,387723769290,59741721,STK
531,289220,KR7289220006,자이언트스텝,KOSDAQ,기술성장기업부,17510,2,-10,-0.06,17750,17900,17510,50632,892041700,387351754950,22121745,KSQ
532,018470,KR7018470005,조일알미늄,KOSPI,,3050,2,-125,-3.94,3175,3180,3030,5886591,18101378290,386226749050,126631721,STK
533,075580,KR7075580001,세진중공업,KOSPI,,6790,1,270,4.14,6560,6860,6530,656752,4416228510,386007806240,56849456,STK
534,027410,KR7027410000,BGF,KOSPI,,4030,2,-50,-1.23,4125,4125,4030,99349,403059345,385738667730,95716791,STK
535,005090,KR7005090006,SGC에너지,KOSPI,,26150,2,-150,-0.57,26200,26400,26050,41593,1089972550,383803654600,14677004,STK
536,005160,KR7005160007,동국산업,KOSDAQ,우량기업부,7070,2,-110,-1.53,7310,7320,7040,896684,6415130360,383508487740,54244482,KSQ
537,101730,KR7101730000,위메이드맥스,KOSDAQ,중견기업부,11500,1,170,1.5,11360,11900,11360,157096,1833647510,382895858000,33295292,KSQ
538,099430,KR7099430001,바이오플러스,KOSDAQ,벤처기업부,6600,1,70,1.07,6670,6720,6500,980370,6504121690,382343702400,57930864,KSQ
539,298540,KR7298540006,더네이쳐홀딩스,KOSDAQ,우량기업부,26050,1,550,2.16,25400,26650,25400,95074,2483283900,382238839800,14673276,KSQ
540,033500,KR7033500000,동성화인텍,KOSDAQ,우량기업부,12680,1,260,2.09,12480,12720,12410,287250,3620573200,379313919960,29914347,KSQ
541,002900,KR7002900009,TYM,KOSPI,,8390,2,-80,-0.94,8390,8440,8080,961268,7948939650,377977520840,45050956,STK
542,003920,KR7003920006,남양유업,KOSPI,,524000,2,-2000,-0.38,528000,530000,524000,1178,620783000,377280000000,720000,STK
543,092040,KR7092040005,아미코젠,KOSDAQ,기술성장기업부,19080,2,-140,-0.73,19200,19940,19020,340589,6610623990,376919828640,19754708,KSQ
544,115450,KR7115450009,HLB테라퓨틱스,KOSDAQ,중견기업부,5200,1,200,4.0,5020,5200,5000,548552,2828605840,374411731200,72002256,KSQ
545,004890,KR7004890000,동일산업,KOSPI,,154000,0,0,0.0,0,0,0,0,0,373483110000,2425215,STK
546,243840,KR7243840006,신흥에스이씨,KOSDAQ,우량기업부,48050,1,500,1.05,47800,48650,47500,28066,1348035150,373023153450,7763229,KSQ
547,003300,KR7003300001,한일홀딩스,KOSPI,,12090,2,-90,-0.74,12110,12300,12030,6541,79352770,372769567560,30832884,STK
548,025770,KR7025770009,한국정보통신,KOSDAQ,우량기업부,9950,2,-90,-0.9,10020,10100,9950,122925,1229745090,372570496450,37444271,KSQ
549,243070,KR7243070000,휴온스,KOSDAQ GLOBAL,우량기업부,31150,1,250,0.81,31150,31350,31000,19931,621309150,371792351350,11935549,KSQ
550,183190,KR7183190008,아세아시멘트,KOSPI,,9530,1,30,0.32,9500,9610,9420,55896,531717750,371270597700,38958090,STK
551,029960,KR7029960002,코엔텍,KOSDAQ,우량기업부,7420,1,30,0.41,7410,7470,7410,67316,500527430,371000000000,50000000,KSQ
552,348340,KR7348340001,뉴로메카,KOSDAQ,기술성장기업부,35500,2,-100,-0.28,35700,36300,35100,281604,10033051850,370842585000,10446270,KSQ
553,108490,KR7108490004,로보티즈,KOSDAQ,기술성장기업부,30150,3,0,0.0,30200,30750,30100,94158,2853339800,370044909450,12273463,KSQ
554,199800,KR7199800004,툴젠,KOSDAQ,기술성장기업부,46600,2,-50,-0.11,46950,48150,46450,13132,616732450,369038168400,7919274,KSQ
555,005810,KR7005810007,풍산홀딩스,KOSPI,,36850,1,250,0.68,37400,37400,36600,11493,423687650,368445756800,9998528,STK
556,060980,KR7060980000,HL홀딩스,KOSPI,,36200,2,-400,-1.09,36700,36800,35900,16223,587313900,368132642000,10169410,STK
557,036420,KR7036420008,콘텐트리중앙,KOSPI,,19100,1,280,1.49,19000,19300,18820,154404,2933598310,367910082800,19262308,STK
558,088390,KR7088390000,이녹스,KOSDAQ,우량기업부,39100,1,350,0.9,39500,39600,38400,56052,2185418650,366986500400,9385844,KSQ
559,038500,KR7038500005,삼표시멘트,KOSDAQ,우량기업부,3400,2,-10,-0.29,3460,3460,3385,219241,748452840,366915440400,107916306,KSQ
560,267980,KR7267980001,매일유업,KOSDAQ GLOBAL,우량기업부,46700,1,350,0.76,47000,47200,46350,6564,307187850,366297894600,7843638,KSQ
561,089010,KR7089010003,켐트로닉스,KOSDAQ,우량기업부,24600,1,1250,5.35,23500,25200,22900,355046,8619125150,365510662200,14858157,KSQ
562,138490,KR7138490008,코오롱플라스틱,KOSPI,,9580,1,10,0.1,9530,9640,9530,95709,916459150,364040000000,38000000,STK
563,017390,KR7017390006,서울가스,KOSPI,,72800,2,-1000,-1.36,74500,74500,72600,20002,1464102500,364000000000,5000000,STK
564,285490,KR7285490009,노바텍,KOSDAQ,벤처기업부,34300,2,-200,-0.58,34200,35100,33800,121777,4180569900,362751003300,10575831,KSQ
565,003120,KR7003120003,일성신약,KOSPI,,27250,1,50,0.18,27300,27450,27200,19462,530109600,362425000000,13300000,STK
566,382840,KR7382840007,원준,KOSDAQ,벤처기업부,23700,2,-50,-0.21,23800,23900,23450,93533,2211524050,361936469700,15271581,KSQ
567,282880,KR7282880004,코윈테크,KOSDAQ,우량기업부,36050,2,-150,-0.41,36900,36950,35000,233827,8351046900,361715533900,10033718,KSQ
568,093320,KR7093320000,케이아이엔엑스,KOSDAQ,우량기업부,74000,1,5400,7.87,70000,74800,69300,173769,12605720300,361120000000,4880000,KSQ
569,061970,KR7061970000,LB세미콘,KOSDAQ,우량기업부,8220,2,-50,-0.6,8300,8350,8150,279406,2302233820,359909346240,43784592,KSQ
570,033270,KR7033270000,유나이티드제약,KOSPI,,22150,1,550,2.55,21550,22150,21550,38392,841259400,359822807300,16244822,STK
571,053690,KR7053690004,한미글로벌,KOSPI,,32800,1,1100,3.47,31700,33050,31700,253935,8292646950,359407640000,10957550,STK
572,317330,KR7317330009,덕산테코피아,KOSDAQ,우량기업부,19550,1,110,0.57,19700,19730,19230,133770,2600979650,359278717400,18377428,KSQ
573,100120,KR7100120005,뷰웍스,KOSDAQ,우량기업부,35800,1,550,1.56,35400,37000,34900,129017,4621649250,358066767000,10001865,KSQ
574,451800,KR7451800007,한화리츠,KOSPI,,5070,1,85,1.71,5090,5090,4995,69267,349080700,357942000000,70600000,STK
575,179900,KR7179900006,유티아이,KOSDAQ,벤처기업부,21950,1,400,1.86,21550,22300,21550,16428,360606850,357497345250,16286895,KSQ
576,230360,KR7230360000,에코마케팅,KOSDAQ GLOBAL,우량기업부,11040,2,-50,-0.45,11100,11260,11020,71423,792353840,357343040160,32368029,KSQ
577,399720,KR7399720002,가온칩스,KOSDAQ,벤처기업부,31050,2,-50,-0.16,31400,31500,30850,155318,4828315700,356712336000,11488320,KSQ
578,029530,KR7029530003,신도리코,KOSPI,,35350,2,-450,-1.26,35800,35800,35150,5690,201707500,356329025150,10080029,STK
579,441270,KR7441270006,파인엠텍,KOSDAQ,중견기업부,9860,1,160,1.65,9790,9940,9590,288126,2811099320,355494362700,36054195,KSQ
580,051500,KR7051500007,CJ프레시웨이,KOSDAQ,우량기업부,29900,1,50,0.17,30100,30250,29800,38158,1143736050,354960421400,11871586,KSQ
581,136480,KR7136480001,하림,KOSDAQ,우량기업부,3335,1,25,0.76,3335,3375,3285,1535493,5120507915,354209356170,106209702,KSQ
582,017940,KR7017940008,E1,KOSPI,,51600,1,200,0.39,51600,51800,51300,9155,471580100,353976000000,6860000,STK
583,035890,KR7035890003,서희건설,KOSDAQ,우량기업부,1540,1,61,4.12,1478,1546,1478,3214919,4899389057,353905023780,229808457,KSQ
584,009160,KR7009160003,SIMPAC,KOSPI,,5400,1,30,0.56,5380,5440,5340,229413,1235706820,353319386400,65429516,STK
585,034830,KR7034830000,한국토지신탁,KOSPI,,1399,1,47,3.48,1352,1399,1350,806013,1111347791,353232432770,252489230,STK
586,005010,KR7005010004,휴스틸,KOSPI,,6280,1,160,2.61,6160,6280,6100,561240,3471033520,352861111000,56188075,STK
587,008350,KR7008350001,남선알미늄,KOSPI,,2730,1,15,0.55,2715,2735,2695,1789141,4858044275,352385915700,129079090,STK
588,009290,KR7009290008,광동제약,KOSPI,,6720,1,250,3.86,6450,6720,6400,138625,913271180,352268118720,52420851,STK
589,050890,KR7050890003,쏠리드,KOSDAQ,우량기업부,5750,1,60,1.05,5750,5810,5690,349976,2013220390,352024430000,61221640,KSQ
590,104830,KR7104830005,원익머트리얼즈,KOSDAQ,우량기업부,27900,1,150,0.54,27800,28050,27450,52369,1455856500,351763200000,12608000,KSQ
591,089970,KR7089970008,에이피티씨,KOSDAQ,우량기업부,14630,1,440,3.1,14200,14940,13980,216744,3155986500,350836104850,23980595,KSQ
592,200670,KR7200670008,휴메딕스,KOSDAQ,우량기업부,33000,2,-900,-2.65,34050,34150,33000,58999,1979872350,350649354000,10625738,KSQ
593,090435,KR7090431008,아모레퍼시픽우,KOSPI,,33100,2,-200,-0.6,33300,34000,33100,18207,610191200,349464173000,10557830,STK
594,011000,KR7011000007,진원생명과학,KOSPI,,4490,1,50,1.13,4450,4520,4435,296891,1329024275,349104679510,77751599,STK
595,083790,KR7083790006,크리스탈지노믹스,KOSDAQ,기술성장기업부,4920,1,220,4.68,4800,4955,4510,401172,1954185100,348072711120,70746486,KSQ
596,030520,KR7030520001,한글과컴퓨터,KOSDAQ,우량기업부,13580,1,20,0.15,13610,13750,13580,80849,1102987140,347773397720,25609234,KSQ
597,024850,KR7024850000,HLB이노베이션,KOSDAQ,중견기업부,5220,1,20,0.38,5250,5400,5100,1351275,7106396500,347167745820,66507231,KSQ
598,126560,KR7126560002,현대퓨처넷,KOSPI,,3145,2,-15,-0.47,3165,3185,3125,314446,987675225,346588262025,110202945,STK
599,054950,KR7054950001,제이브이엠,KOSDAQ,우량기업부,28650,1,1250,4.56,26850,28950,26850,136805,3884492800,346375405800,12089892,KSQ
